strategy,symbol,timeframe,params,trades,win_rate,sharpe,max_drawdown_pct,return_pct,profit_factor,avg_pnl
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 20, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",1,1.0,3.5888,0.0041,3.9155,inf,39.154867
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",5,0.4,-0.2744,0.1229,-1.8933,0.8188,-3.786503
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",5,0.4,0.0596,0.1229,-0.4835,0.9537,-0.966912
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",5,0.4,0.0596,0.1229,-0.4835,0.9537,-0.966912
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",4,0.75,0.9302,0.0802,3.4112,1.4911,8.527986
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",4,0.75,1.2297,0.0802,4.821,1.694,12.052473
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",4,0.75,1.2297,0.0802,4.821,1.694,12.052473
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",4,0.75,0.9302,0.0802,3.4112,1.4911,8.527986
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",4,0.75,1.2297,0.0802,4.821,1.694,12.052473
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",4,0.75,1.2297,0.0802,4.821,1.694,12.052473
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",4,0.5,0.6091,0.0832,1.4385,1.2022,3.596298
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",4,0.5,1.0537,0.0832,2.8483,1.4004,7.120786
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",4,0.5,1.0537,0.0832,2.8483,1.4004,7.120786
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",3,0.6667,0.6685,0.0816,1.6062,1.2312,5.354111
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",3,0.6667,0.6685,0.0816,1.6062,1.2312,5.354111
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",4,0.5,0.6091,0.0832,1.4385,1.2022,3.596298
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",4,0.5,1.0537,0.0832,2.8483,1.4004,7.120786
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",4,0.5,1.0537,0.0832,2.8483,1.4004,7.120786
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",3,0.6667,0.6685,0.0816,1.6062,1.2312,5.354111
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",3,0.6667,0.6685,0.0816,1.6062,1.2312,5.354111
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 25, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",3,0.6667,1.116,0.0816,3.016,1.4342,10.053428
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",7,0.4286,-0.1741,0.1336,-1.7079,0.8857,-2.439871
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",7,0.4286,0.4755,0.1237,1.4124,1.0945,2.01769
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",7,0.4286,0.4755,0.1237,1.4124,1.0945,2.01769
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",6,0.6667,0.6515,0.1198,2.2813,1.1798,3.802193
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",6,0.6667,1.5081,0.1166,6.7261,1.5302,11.210121
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",6,0.6667,1.5081,0.1166,6.7261,1.5302,11.210121
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",5,0.8,0.9628,0.1183,3.8495,1.4891,7.69904
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",5,0.8,1.5398,0.1152,6.8845,1.8746,13.768964
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 70, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",5,0.8,1.5398,0.1152,6.8845,1.8746,13.768964
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",6,0.5,0.5926,0.1234,1.6239,1.1398,2.706435
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",6,0.5,1.3927,0.12,4.7442,1.4085,7.906923
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",6,0.5,1.3927,0.12,4.7442,1.4085,7.906923
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",5,0.6,0.2832,0.1218,0.4764,1.0375,0.95271
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",5,0.6,1.4481,0.1185,4.9211,1.3879,9.842224
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",5,0.6,1.4481,0.1185,4.9211,1.3879,9.842224
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",4,0.75,0.7106,0.1203,2.0446,1.2597,5.111398
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",4,0.75,1.4919,0.117,5.0795,1.6453,12.698803
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 75, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",4,0.75,1.4919,0.117,5.0795,1.6453,12.698803
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",6,0.5,0.5926,0.1234,1.6239,1.1398,2.706435
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",6,0.5,1.3927,0.12,4.7442,1.4085,7.906923
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",6,0.5,1.3927,0.12,4.7442,1.4085,7.906923
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",5,0.6,0.2832,0.1218,0.4764,1.0375,0.95271
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",5,0.6,1.4481,0.1185,4.9211,1.3879,9.842224
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",5,0.6,1.4481,0.1185,4.9211,1.3879,9.842224
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",4,0.75,0.7106,0.1203,2.0446,1.2597,5.111398
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",4,0.75,1.4919,0.117,5.0795,1.6453,12.698803
RSI,BTC/USDT,4h,"{'period': 21, 'oversold': 30, 'overbought': 80, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",4,0.75,1.4919,0.117,5.0795,1.6453,12.698803
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",18,0.5,-0.3313,0.1191,-2.0709,0.89,-1.150482
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",18,0.5,-0.3313,0.1191,-2.0709,0.89,-1.150482
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",18,0.5,-0.3313,0.1191,-2.0709,0.89,-1.150482
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",18,0.5556,-0.0877,0.1446,-1.0884,0.9435,-0.604691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",18,0.5556,-0.0877,0.1446,-1.0884,0.9435,-0.604691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",18,0.5556,-0.0877,0.1446,-1.0884,0.9435,-0.604691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",17,0.5882,-0.2317,0.1504,-1.7608,0.9118,-1.035758
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",17,0.5882,-0.2317,0.1504,-1.7608,0.9118,-1.035758
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",17,0.5882,-0.2317,0.1504,-1.7608,0.9118,-1.035758
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",12,0.6667,1.1868,0.0761,4.4065,1.3538,3.672077
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",12,0.6667,1.1868,0.0761,4.4065,1.3538,3.672077
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",12,0.6667,1.1868,0.0761,4.4065,1.3538,3.672077
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",12,0.75,1.9128,0.0838,7.6817,1.7242,6.401442
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",12,0.75,1.9128,0.0838,7.6817,1.7242,6.401442
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",12,0.75,1.9128,0.0838,7.6817,1.7242,6.401442
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",11,0.8182,2.2432,0.0718,9.096,1.9895,8.269134
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",11,0.8182,2.2432,0.0718,9.096,1.9895,8.269134
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",11,0.8182,2.2432,0.0718,9.096,1.9895,8.269134
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",6,0.6667,0.4665,0.0783,1.2251,1.1424,2.041886
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",6,0.6667,0.4665,0.0783,1.2251,1.1424,2.041886
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",6,0.6667,0.4665,0.0783,1.2251,1.1424,2.041886
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",6,0.6667,0.1085,0.0897,-0.0215,0.9978,-0.035785
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",6,0.6667,0.1085,0.0897,-0.0215,0.9978,-0.035785
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",6,0.6667,0.1085,0.0897,-0.0215,0.9978,-0.035785
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",5,0.8,0.5166,0.0768,1.3928,1.1651,2.785691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",5,0.8,0.5166,0.0768,1.3928,1.1651,2.785691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",5,0.8,0.5166,0.0768,1.3928,1.1651,2.785691
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",1,0.0,-3.2862,0.0504,-5.0356,0.0,-50.35607
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",1,0.0,-3.4087,0.0844,-8.4368,0.0,-84.367525
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",1,0.0,-3.4087,0.0844,-8.4368,0.0,-84.367525
CVD,BTC/USDT,4h,"{'lookback': 10, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",1,0.0,-3.4087,0.0844,-8.4368,0.0,-84.367525
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",14,0.5714,2.3314,0.0549,8.861,1.7089,6.329288
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",14,0.5714,2.3314,0.0549,8.861,1.7089,6.329288
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",14,0.5714,2.3314,0.0549,8.861,1.7089,6.329288
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",14,0.5714,1.0045,0.0868,3.6981,1.2094,2.641466
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",14,0.5714,1.0045,0.0868,3.6981,1.2094,2.641466
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",14,0.5714,1.0045,0.0868,3.6981,1.2094,2.641466
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",14,0.5714,0.7146,0.0868,2.4514,1.1296,1.751035
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",14,0.5714,0.7146,0.0868,2.4514,1.1296,1.751035
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.005, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",14,0.5714,0.7146,0.0868,2.4514,1.1296,1.751035
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",11,0.6364,1.6332,0.0595,5.7336,1.4575,5.212393
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",11,0.6364,1.6332,0.0595,5.7336,1.4575,5.212393
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",11,0.6364,1.6332,0.0595,5.7336,1.4575,5.212393
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",11,0.6364,0.2758,0.1058,0.5707,1.0323,0.5188
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",11,0.6364,0.2758,0.1058,0.5707,1.0323,0.5188
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",11,0.6364,0.2758,0.1058,0.5707,1.0323,0.5188
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",11,0.6364,-0.0295,0.1099,-0.6759,0.9643,-0.614475
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",11,0.6364,-0.0295,0.1099,-0.6759,0.9643,-0.614475
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.01, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",11,0.6364,-0.0295,0.1099,-0.6759,0.9643,-0.614475
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",6,0.6667,2.0911,0.0653,7.0495,1.9845,11.749239
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",6,0.6667,1.7415,0.0761,5.8029,1.6902,9.671568
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",6,0.6667,1.7415,0.0761,5.8029,1.6902,9.671568
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.02, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",6,0.6667,1.7415,0.0761,5.8029,1.6902,9.671568
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",3,0.3333,-0.6426,0.0936,-2.239,0.6873,-7.463303
CVD,BTC/USDT,4h,"{'lookback': 15, 'divergence_threshold': 0.03, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",3,0.3333,-1.0526,0.1052,-3.4856,0.5854,-11.618644
